,,,Vanilla Location-1,,,,,,,,,,,Vanilla with memory based and memoryless heuristic,,,,,,,,Vanilla Location-2,,,,,,,,,,,Vanilla with memory based and memoryless heuristic,,,,,,,Vanilla Location-3,,,,,,,,,,,,,Inverse Heat,,,,,mSA Random Heuristics,,,,Vanilla with memory based and memoryless heuristic,,
,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,Mean,Upper,Lower,,,,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,Mean,Upper,Lower,,,,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,,new_Mean,Upper,Lower,,,Mean,Upper,Lower,,Mean,Upper,Lower
29,17,9,34,21,22,9.848857802,31.8488578,12.1511422,,25.5,32.432,18.568,,3.75,4.6605,2.8395,,,21,19,21,21,25,21.4,2.19089023,23.59089023,19.20910977,,22.8,29.454,16.146,,0,0,0,,,15,22,9,12,22,16,5.873670062,21.87367006,10.12632994,,17.65,23.969,11.331,,,8.55,16.487,0.61291,,,9.8,19.671,-0.070744,,0,0,0
29,18,9,33,20,21.8,9.471008394,31.27100839,12.32899161,,25.6,32.755,18.445,,4,4.8584,3.1416,,,21,18,22,20,24,21,2.236067977,23.23606798,18.76393202,,22.85,29.848,15.852,,0,0,0,,,15,21,9,13,22,16,5.477225575,21.47722558,10.52277442,,17.65,23.876,11.424,,,8.4,16.455,0.34493,,,9.75,19.606,-0.1062,,0,0,0
28,17,9,33,20,21.4,9.396807969,30.79680797,12.00319203,,25.45,32.708,18.192,,4.05,5.0487,3.0513,,,22,19,22,20,24,21.4,1.949358869,23.34935887,19.45064113,,23,30.284,15.716,,0,0,0,,,16,21,8,13,22,16,5.787918451,21.78791845,10.21208155,,17.4,23.551,11.249,,,8.25,16.13,0.37015,,,9.75,19.675,-0.17538,,0,0,0
27,17,9,33,21,21.4,9.208691547,30.60869155,12.19130845,,25.55,32.728,18.372,,4.25,5.2165,3.2835,,,22,19,23,20,24,21.6,2.073644135,23.67364414,19.52635586,,22.7,30.106,15.294,,0,0,0,,,15,22,8,12,22,15.8,6.180614856,21.98061486,9.619385144,,17.6,24.043,11.157,,,8.15,16.019,0.28084,,,9.6,19.475,-0.27501,,0,0,0
26,16,8,34,21,21,9.848857802,30.8488578,11.1511422,,25.5,32.766,18.234,,4.15,5.19,3.11,,,21,19,24,19,25,21.6,2.792848009,24.39284801,18.80715199,,22.6,30.294,14.906,,0,0,0,,,15,22,8,12,21,15.6,5.941380311,21.54138031,9.658619689,,17.15,23.559,10.741,,,8.15,16.006,0.29423,,,9.45,19.426,-0.52616,,0,0,0
26,17,9,33,20,21,9.082951062,30.08295106,11.91704894,,25.65,32.618,18.682,,4.3,5.4286,3.1714,,,21,18,23,18,25,21,3.082207001,24.082207,17.917793,,22.65,30.281,15.019,,0,0,0,,,16,21,8,12,21,15.6,5.683308895,21.2833089,9.916691105,,17.3,23.724,10.876,,,8.15,16.092,0.20761,,,9.2,19.214,-0.81367,,0,0,0
27,18,10,33,21,21.8,8.757853618,30.55785362,13.04214638,,25.9,32.911,18.889,,4.3,5.4286,3.1714,,,20,18,21,17,24,20,2.738612788,22.73861279,17.26138721,,22.25,29.947,14.553,,0,0,0,,,17,22,9,12,22,16.4,5.856620186,22.25662019,10.54337981,,17.6,24.1,11.1,,,8.1,16,0.19997,,,9,18.968,-0.96837,,0,0,0
26,17,10,34,22,21.8,9.066421565,30.86642157,12.73357843,,25.85,32.833,18.867,,4.2,5.2563,3.1437,,,20,19,21,18,24,20.4,2.302172887,22.70217289,18.09782711,,22.45,30.374,14.526,,0,0,0,,,17,22,8,10,22,15.8,6.57267069,22.37267069,9.22732931,,17.2,23.758,10.642,,,8.05,15.927,0.17282,,,9.05,19.126,-1.0259,,0,0,0
26,17,13,34,21,22.2,8.167006796,30.3670068,14.0329932,,26,32.72,19.28,,4.05,4.9945,3.1055,,,20,19,22,18,24,20.6,2.408318916,23.00831892,18.19168108,,22.4,30.455,14.345,,0,0,0,,,16,23,8,10,23,16,7.03562364,23.03562364,8.96437636,,17.25,24.016,10.484,,,7.95,15.72,0.18046,,,9.25,19.56,-1.0603,,0,0,0
27,17,13,34,21,22.4,8.294576541,30.69457654,14.10542346,,26.05,32.687,19.413,,4.15,5.0251,3.2749,,,20,19,21,18,24,20.4,2.302172887,22.70217289,18.09782711,,22.2,30.328,14.072,,0,0,0,,,16,23,9,9,23,16,7,23,9,,17.6,24.197,11.003,,,8.1,16.033,0.16673,,,9.25,19.535,-1.0348,,0,0,0
26,16,14,33,20,21.8,7.758865897,29.5588659,14.0411341,,25.85,32.373,19.327,,3.95,4.7756,3.1244,,,19,18,22,19,25,20.6,2.880972058,23.48097206,17.71902794,,22.25,30.521,13.979,,0,0,0,,,16,23,9,9,22,15.8,6.760177512,22.56017751,9.039822488,,17.65,24.396,10.904,,,7.85,15.746,-0.045868,,,9.2,19.488,-1.0885,,0,0,0
26,15,14,33,20,21.6,7.956129712,29.55612971,13.64387029,,25.7,32.514,18.886,,4.05,4.8756,3.2244,,,19,19,21,19,25,20.6,2.607680962,23.20768096,17.99231904,,22.05,30.325,13.775,,0,0,0,,,17,22,8,10,21,15.6,6.348228099,21.9482281,9.251771901,,17.9,24.596,11.204,,,7.75,15.461,0.038935,,,9.4,19.713,-0.913,,0,0,0
25,15,14,33,18,21,7.968688725,28.96868873,13.03131127,,25.7,32.483,18.917,,4.3,5.2234,3.3766,,,20,19,21,20,24,20.8,1.923538406,22.72353841,18.87646159,,22,30.46,13.54,,0,0,0,,,16,23,8,9,21,15.4,6.804410334,22.20441033,8.595589666,,17.8,24.664,10.936,,,7.8,15.631,-0.031112,,,9.1,19.416,-1.2155,,0,0,0
24,16,12,33,18,20.6,8.173126697,28.7731267,12.4268733,,25.55,32.428,18.672,,4.3,5.1645,3.4355,,,21,19,22,21,24,21.4,1.816590212,23.21659021,19.58340979,,22.15,30.537,13.763,,0,0,0,,,16,23,8,9,21,15.4,6.804410334,22.20441033,8.595589666,,17.8,24.672,10.928,,,7.8,15.584,0.016076,,,9.1,19.405,-1.2053,,0,0,0
25,16,12,34,19,21.2,8.584870413,29.78487041,12.61512959,,25.8,32.964,18.636,,4.05,4.8092,3.2908,,,22,19,21,21,24,21.4,1.816590212,23.21659021,19.58340979,,22.2,30.23,14.17,,0,0,0,,,16,22,9,9,21,15.4,6.268971207,21.66897121,9.131028793,,17.7,24.553,10.847,,,7.65,15.295,0.00474,,,9,19.26,-1.2598,,0,0,0
25,16,11,34,19,21,8.860022573,29.86002257,12.13997743,,25.75,33.169,18.331,,4.25,5.1007,3.3993,,,23,18,21,20,24,21.2,2.387467277,23.58746728,18.81253272,,22.15,30.072,14.228,,0,0,0,,,15,24,8,9,21,15.4,7.092249291,22.49224929,8.307750709,,17.9,25.044,10.756,,,7.55,15.176,-0.07596,,,9.1,19.313,-1.113,,0,0,0
25,16,11,33,18,20.6,8.561541917,29.16154192,12.03845808,,25.45,32.845,18.055,,4.35,5.2251,3.4749,,,24,19,22,21,23,21.8,1.923538406,23.72353841,19.87646159,,22.3,30.32,14.28,,0,0,0,,,15,25,9,9,22,16,7.348469228,23.34846923,8.651530772,,18,25.269,10.731,,,7.6,15.253,-0.053001,,,9.05,19.25,-1.1505,,0,0,0
25,15,12,33,19,20.8,8.378544026,29.17854403,12.42145597,,26.45,33.944,18.956,,4.45,5.337,3.563,,,23,19,22,21,24,21.8,1.923538406,23.72353841,19.87646159,,21.95,30.084,13.816,,0,0,0,,,15,25,8,10,22,16,7.38241153,23.38241153,8.61758847,,18.35,25.75,10.95,,,7.7,15.268,0.13206,,,9.05,19.209,-1.1091,,0,0,0
25,16,11,34,19,21,8.860022573,29.86002257,12.13997743,,25.65,32.731,18.569,,4.35,5.2251,3.4749,,,24,19,22,22,24,22.2,2.049390153,24.24939015,20.15060985,,22.15,30.404,13.896,,0,0,0,,,15,26,9,10,23,16.6,7.635443668,24.23544367,8.964556332,,18.45,25.859,11.041,,,7.35,14.793,-0.092941,,,9.15,19.401,-1.1009,,0,0,0
24,16,11,34,19,20.8,8.757853618,29.55785362,12.04214638,,25.7,33.049,18.351,,4.1,4.8182,3.3818,,,25,19,21,22,23,22,2.236067977,24.23606798,19.76393202,,22,30.303,13.697,,0,0,0,,,15,26,9,10,23,16.6,7.635443668,24.23544367,8.964556332,,18.3,25.671,10.929,,,7.4,14.991,-0.19085,,,9.15,19.401,-1.1009,,0,0,0
24,16,10,33,18,20.2,8.729261137,28.92926114,11.47073886,,26.5,34.516,18.484,,4.1,4.8182,3.3818,,,25,18,22,22,24,22.2,2.683281573,24.88328157,19.51671843,,22,30.379,13.621,,0,0,0,,,15,26,9,9,22,16.2,7.661592524,23.86159252,8.538407476,,18.4,25.78,11.02,,,7.5,15.181,-0.18115,,,9,19.239,-1.2392,,0,0,0
23,14,9,33,18,19.4,9.181503145,28.58150314,10.21849686,,26.35,34.547,18.153,,3.95,4.7092,3.1908,,,26,19,22,22,24,22.6,2.607680962,25.20768096,19.99231904,,22.2,30.751,13.649,,0,0,0,,,15,25,8,10,22,16,7.38241153,23.38241153,8.61758847,,18.15,25.522,10.778,,,7.65,15.323,-0.022747,,,9.05,19.435,-1.3346,,0,0,0
21,14,10,32,19,19.2,8.348652586,27.54865259,10.85134741,,26.05,33.82,18.28,,4,4.6489,3.3511,,,26,20,21,21,25,22.6,2.701851217,25.30185122,19.89814878,,22.1,30.428,13.772,,0,0,0,,,16,25,8,10,22,16.2,7.362064928,23.56206493,8.837935072,,18.35,25.94,10.76,,,7.6,15.26,-0.059875,,,9.05,19.225,-1.1247,,0,0,0
20,14,10,32,19,19,8.306623863,27.30662386,10.69337614,,26,33.834,18.166,,3.8,4.4959,3.1041,,,27,21,23,22,25,23.6,2.408318916,26.00831892,21.19168108,,22.9,31.184,14.616,,0,0,0,,,15,25,8,10,23,16.2,7.596051606,23.79605161,8.603948394,,18.35,25.842,10.858,,,7.6,15.1,0.099825,,,9.05,19.235,-1.135,,0,0,0
20,14,10,32,20,19.2,8.318653737,27.51865374,10.88134626,,25.45,32.986,17.914,,3.7,4.2712,3.1288,,,26,21,22,21,24,22.8,2.167948339,24.96794834,20.63205166,,22.55,30.612,14.488,,0,0,0,,,16,25,8,11,23,16.6,7.368853371,23.96885337,9.231146629,,18.65,26.156,11.144,,,7.5,15.167,-0.16743,,,9,19.372,-1.372,,0,0,0
20,13,9,32,21,19,8.803408431,27.80340843,10.19659157,,25.05,32.53,17.57,,3.7,4.4327,2.9673,,,25,21,21,22,24,22.6,1.816590212,24.41659021,20.78340979,,22.5,30.503,14.497,,0,0,0,,,16,26,8,11,23,16.8,7.661592524,24.46159252,9.138407476,,18.3,25.606,10.994,,,7.25,14.583,-0.083234,,,9.1,19.532,-1.3322,,0,0,0
20,12,10,33,21,19.2,9.093954036,28.29395404,10.10604596,,25.35,32.905,17.795,,3.7,4.3569,3.0431,,,24,22,21,22,24,22.6,1.341640786,23.94164079,21.25835921,,22.45,30.788,14.112,,0,0,0,,,15,26,9,11,22,16.6,7.231873893,23.83187389,9.368126107,,18.25,25.54,10.96,,,7.2,14.466,-0.066361,,,9.15,19.754,-1.4542,,0,0,0
20,12,10,33,20,19,9.055385138,28.05538514,9.944614862,,25.3,32.896,17.704,,3.55,4.2363,2.8637,,,24,21,21,21,24,22.2,1.643167673,23.84316767,20.55683233,,22.25,30.451,14.049,,0,0,0,,,16,27,8,11,23,17,7.968688725,24.96868873,9.031311275,,18.2,25.379,11.021,,,7.1,14.244,-0.044376,,,9.1,19.623,-1.4227,,0,0,0
20,11,9,33,20,18.6,9.502631215,28.10263121,9.097368785,,25,32.712,17.288,,3.55,4.2363,2.8637,,,24,21,22,22,23,22.4,1.140175425,23.54017543,21.25982457,,22.15,30.423,13.877,,0,0,0,,,15,28,9,10,22,16.8,8.105553652,24.90555365,8.694446348,,18.1,25.347,10.853,,,7.3,14.555,0.044512,,,9.25,19.842,-1.3423,,0,0,0
21,11,9,32,20,18.6,9.181503145,27.78150314,9.418496855,,25.2,32.868,17.532,,3.6,4.3539,2.8461,,,23,22,21,22,23,22.2,0.836660027,23.03666003,21.36333997,,22.2,30.111,14.289,,0,0,0,,,16,27,8,10,22,16.6,7.987490219,24.58749022,8.612509781,,18.05,25.25,10.85,,,7.3,14.649,-0.049185,,,9.35,19.954,-1.2542,,0,0,0
21,11,9,33,20,18.8,9.549869109,28.34986911,9.250130891,,25.1,32.722,17.478,,3.65,4.3208,2.9792,,,24,22,23,21,23,22.6,1.140175425,23.74017543,21.45982457,,22.3,30.081,14.519,,0,0,0,,,15,27,9,11,22,16.8,7.56306816,24.36306816,9.23693184,,17.85,25.004,10.696,,,7.3,14.706,-0.10626,,,9.45,20.11,-1.2097,,0,0,0
22,11,10,32,19,18.8,8.983317873,27.78331787,9.816682127,,25.3,32.663,17.937,,3.8,4.4156,3.1844,,,24,22,24,21,23,22.8,1.303840481,24.10384048,21.49615952,,22.2,30.25,14.15,,0,0,0,,,16,28,9,11,22,17.2,7.854934755,25.05493475,9.345065245,,18.15,25.628,10.672,,,7.35,14.715,-0.014745,,,9.45,20.03,-1.1304,,0,0,0
22,12,10,32,19,19,8.774964387,27.77496439,10.22503561,,25.1,32.178,18.022,,4.1,4.8881,3.3119,,,24,22,23,22,24,23,1,24,22,,22.3,30.241,14.359,,0,0,0,,,15,27,8,12,23,17,7.842193571,24.84219357,9.157806429,,18.05,25.551,10.549,,,7.25,14.598,-0.097574,,,9.55,20.371,-1.2714,,0,0,0
21,13,10,33,19,19.2,8.899438185,28.09943818,10.30056182,,25.45,32.502,18.398,,4.25,4.9664,3.5336,,,25,21,24,22,24,23.2,1.643167673,24.84316767,21.55683233,,22.3,30.108,14.492,,0,0,0,,,15,26,9,13,23,17.2,7.085195834,24.28519583,10.11480417,,17.9,25.19,10.61,,,7.3,14.72,-0.12046,,,9.55,20.328,-1.2275,,0,0,0
22,13,10,33,19,19.4,8.961026727,28.36102673,10.43897327,,25.45,32.48,18.42,,4.4,5.1539,3.6461,,,24,22,23,21,24,22.8,1.303840481,24.10384048,21.49615952,,22.35,29.877,14.823,,0,0,0,,,16,25,9,12,23,17,6.892024376,23.89202438,10.10797562,,17.95,25.359,10.541,,,7.4,14.851,-0.050892,,,9.6,20.436,-1.2356,,0,0,0
22,12,9,32,18,18.6,9.044335244,27.64433524,9.555664756,,25.15,32.407,17.893,,4.4,5.2826,3.5174,,,25,22,23,21,24,23,1.58113883,24.58113883,21.41886117,,22.1,29.756,14.444,,0,0,0,,,15,25,9,11,22,16.4,6.913754407,23.31375441,9.486245593,,17.85,25.215,10.485,,,7.35,14.849,-0.1493,,,9.65,20.558,-1.2576,,0,0,0
22,13,9,32,17,18.6,8.905054744,27.50505474,9.694945256,,25.25,32.328,18.172,,4.25,4.9664,3.5336,,,25,21,24,22,23,23,1.58113883,24.58113883,21.41886117,,22.05,29.772,14.328,,0,0,0,,,15,26,9,10,23,16.6,7.635443668,24.23544367,8.964556332,,17.8,25.316,10.284,,,7.45,14.944,-0.043682,,,9.75,20.857,-1.3565,,0,0,0
22,13,9,32,18,18.8,8.871302046,27.67130205,9.928697954,,25.15,32.193,18.107,,4,4.7947,3.2053,,,24,21,23,22,24,22.8,1.303840481,24.10384048,21.49615952,,22,29.834,14.166,,0,0,0,,,15,26,8,10,22,16.2,7.694153625,23.89415362,8.505846375,,17.75,25.155,10.345,,,7.3,14.875,-0.27489,,,9.8,20.805,-1.2053,,0,0,0
23,13,9,33,17,19,9.38083152,28.38083152,9.61916848,,25.15,32.268,18.032,,4.1,4.8182,3.3818,,,24,22,23,21,24,22.8,1.303840481,24.10384048,21.49615952,,22,29.705,14.295,,0,0,0,,,15,26,8,11,22,16.4,7.503332593,23.90333259,8.896667407,,17.85,25.293,10.407,,,7.5,15.085,-0.08461,,,9.7,20.597,-1.1971,,0,0,0
22,14,10,32,17,19,8.485281374,27.48528137,10.51471863,,25.1,31.959,18.241,,4.05,4.8092,3.2908,,,24,21,23,22,24,22.8,1.303840481,24.10384048,21.49615952,,21.75,29.441,14.059,,0,0,0,,,15,25,8,10,22,16,7.38241153,23.38241153,8.61758847,,17.65,25.191,10.109,,,7.3,14.599,0.0011176,,,9.75,20.67,-1.1702,,0,0,0
21,15,9,32,18,19,8.514693183,27.51469318,10.48530682,,25.15,31.989,18.311,,3.9,4.6182,3.1818,,,24,21,24,22,23,22.8,1.303840481,24.10384048,21.49615952,,21.65,29.281,14.019,,0,0,0,,,15,25,9,10,22,16.2,7.120393248,23.32039325,9.079606752,,17.45,24.809,10.091,,,7.05,14.315,-0.21546,,,9.8,20.772,-1.1717,,0,0,0
21,15,9,32,18,19,8.514693183,27.51469318,10.48530682,,25.35,32.295,18.405,,4.1,5.0679,3.1321,,,24,20,23,21,24,22.4,1.816590212,24.21659021,20.58340979,,21.75,29.502,13.998,,0,0,0,,,14,25,9,10,22,16,7.176350047,23.17635005,8.823649953,,17.2,24.386,10.014,,,7.15,14.378,-0.077688,,,9.9,20.916,-1.1163,,0,0,0
21,15,10,32,17,19,8.276472679,27.27647268,10.72352732,,25.4,32.339,18.461,,4.1,5.1712,3.0288,,,23,21,23,21,24,22.4,1.341640786,23.74164079,21.05835921,,21.6,29.362,13.838,,0,0,0,,,14,25,8,11,23,16.2,7.463243263,23.66324326,8.736756737,,17.4,24.744,10.056,,,7.05,14.452,-0.35181,,,9.65,20.577,-1.2769,,0,0,0
21,14,10,33,17,19,8.803408431,27.80340843,10.19659157,,25.25,32.253,18.247,,4,5.0761,2.9239,,,23,21,23,21,23,22.2,1.095445115,23.29544512,21.10455488,,21.45,29.124,13.776,,0,0,0,,,13,26,9,11,22,16.2,7.395944835,23.59594483,8.804055165,,17.4,24.629,10.171,,,7.15,14.515,-0.21475,,,9.6,20.571,-1.3708,,0,0,0
21,14,10,32,17,18.8,8.408329204,27.2083292,10.3916708,,25.3,32.312,18.288,,4,4.9177,3.0823,,,23,20,23,20,24,22,1.870828693,23.87082869,20.12917131,,22.45,30.693,14.207,,0,0,0,,,12,26,9,11,23,16.2,7.726577509,23.92657751,8.473422491,,17.45,24.715,10.185,,,7.2,14.488,-0.088058,,,9.45,20.334,-1.4344,,0,0,0
21,13,9,32,16,18.2,8.871302046,27.07130205,9.328697954,,25.15,32.529,17.771,,4.1,4.8182,3.3818,,,24,20,23,21,24,22.4,1.816590212,24.21659021,20.58340979,,22.6,30.642,14.558,,0,0,0,,,12,25,8,11,22,15.6,7.436396977,23.03639698,8.163603023,,17.2,24.459,9.9409,,,7.1,14.441,-0.24059,,,9.45,20.334,-1.4344,,0,0,0
21,14,10,32,17,18.8,8.408329204,27.2083292,10.3916708,,25.35,32.497,18.203,,3.9,4.7522,3.0478,,,23,20,22,21,25,22.2,1.923538406,24.12353841,20.27646159,,22.65,30.911,14.389,,0,0,0,,,12,26,9,11,23,16.2,7.726577509,23.92657751,8.473422491,,17.5,24.619,10.381,,,7.15,14.327,-0.026533,,,9.5,20.466,-1.4665,,0,0,0
21,14,10,32,17,18.8,8.408329204,27.2083292,10.3916708,,25.45,32.657,18.243,,3.85,4.6627,3.0373,,,23,21,22,20,24,22,1.58113883,23.58113883,20.41886117,,22.45,30.654,14.246,,0,0,0,,,12,26,9,11,23,16.2,7.726577509,23.92657751,8.473422491,,17.15,24.363,9.9369,,,7,14.167,-0.16718,,,9.55,20.602,-1.5024,,0,0,0
21,14,9,33,18,19,9.027735043,28.02773504,9.972264957,,26.6,34.198,19.002,,3.95,4.837,3.063,,,24,21,23,20,24,22.4,1.816590212,24.21659021,20.58340979,,22.65,30.821,14.479,,0,0,0,,,12,26,8,10,23,15.8,8.136338243,23.93633824,7.663661757,,17.05,24.337,9.7628,,,7.05,14.184,-0.08387,,,9.55,20.683,-1.583,,0,0,0
21,12,9,33,18,18.6,9.343446901,27.9434469,9.256553099,,26.4,34.135,18.665,,4.3,5.1013,3.4987,,,23,22,24,20,25,22.8,1.923538406,24.72353841,20.87646159,,22.75,30.643,14.857,,0,0,0,,,12,25,9,10,23,15.8,7.596051606,23.39605161,8.203948394,,17.1,24.318,9.8823,,,6.9,14,-0.20004,,,9.65,20.758,-1.4584,,0,0,0
22,12,9,34,18,19,9.797958971,28.79795897,9.202041029,,26.45,34.226,18.674,,4.15,5.1381,3.1619,,,23,21,24,21,24,22.6,1.516575089,24.11657509,21.08342491,,22.4,30.363,14.437,,0,0,0,,,12,25,8,9,23,15.4,8.018728079,23.41872808,7.381271921,,16.85,24.208,9.4924,,,6.8,13.853,-0.25318,,,9.55,20.702,-1.6019,,0,0,0
21,12,9,33,18,18.6,9.343446901,27.9434469,9.256553099,,26.3,34.047,18.553,,4.3,5.2787,3.3213,,,23,20,24,21,24,22.4,1.816590212,24.21659021,20.58340979,,22.4,30.507,14.293,,0,0,0,,,12,24,9,10,23,15.6,7.300684899,22.9006849,8.299315101,,16.95,24.179,9.7209,,,6.9,13.933,-0.133,,,9.5,20.562,-1.562,,0,0,0
21,12,9,33,17,18.4,9.37016542,27.77016542,9.02983458,,26.15,33.677,18.623,,4.1,5.1208,3.0792,,,24,20,23,22,25,22.8,1.923538406,24.72353841,20.87646159,,22.5,30.411,14.589,,0,0,0,,,13,24,9,9,22,15.4,7.162401832,22.56240183,8.237598168,,16.8,23.898,9.7022,,,6.6,13.401,-0.20093,,,9.55,20.559,-1.4594,,0,0,0
21,12,10,33,18,18.8,9.093954036,27.89395404,9.706045964,,26.3,33.77,18.83,,4.05,4.9945,3.1055,,,24,20,24,21,24,22.6,1.949358869,24.54935887,20.65064113,,22.15,30.165,14.135,,0,0,0,,,13,24,8,10,22,15.4,7.197221686,22.59722169,8.202778314,,17.1,24.288,9.9116,,,6.5,13.363,-0.36333,,,9.55,20.583,-1.4833,,0,0,0
21,13,10,33,18,19,8.91627725,27.91627725,10.08372275,,26.3,33.671,18.929,,3.8,4.6944,2.9056,,,23,20,24,21,25,22.6,2.073644135,24.67364414,20.52635586,,22.3,30.261,14.339,,0,0,0,,,13,25,8,9,22,15.4,7.700649323,23.10064932,7.699350677,,17.2,24.488,9.9119,,,6.75,13.555,-0.054604,,,9.4,20.371,-1.5708,,0,0,0
21,13,9,32,19,18.8,8.786353055,27.58635305,10.01364695,,26,33.255,18.745,,3.9,4.6881,3.1119,,,23,20,23,21,25,22.4,1.949358869,24.34935887,20.45064113,,22.15,29.85,14.45,,0,0,0,,,14,25,8,10,21,15.6,7.231873893,22.83187389,8.368126107,,17.25,24.245,10.255,,,6.65,13.403,-0.10336,,,9.5,20.533,-1.5334,,0,0,0
22,12,10,32,19,19,8.774964387,27.77496439,10.22503561,,26.1,33.369,18.831,,3.95,4.7756,3.1244,,,23,20,24,21,25,22.6,2.073644135,24.67364414,20.52635586,,22.35,30.186,14.514,,0,0,0,,,14,25,8,9,21,15.4,7.436396977,22.83639698,7.963603023,,17.2,24.148,10.252,,,6.8,13.626,-0.025648,,,9.4,20.289,-1.4889,,0,0,0
22,12,10,32,18,18.8,8.786353055,27.58635305,10.01364695,,26,33.384,18.616,,3.8,4.7515,2.8485,,,23,21,23,22,25,22.8,1.483239697,24.2832397,21.3167603,,22.3,30.121,14.479,,0,0,0,,,14,26,8,9,20,15.4,7.602631123,23.00263112,7.797368877,,17.2,24.208,10.192,,,6.65,13.504,-0.20393,,,9.5,20.567,-1.5668,,0,0,0
22,13,10,32,19,19.2,8.584870413,27.78487041,10.61512959,,26,33.019,18.981,,3.85,4.6627,3.0373,,,24,20,24,22,25,23,2,25,21,,22.35,30.009,14.691,,0,0,0,,,14,26,9,9,20,15.6,7.368853371,22.96885337,8.231146629,,17.1,24.027,10.173,,,6.7,13.405,-0.0050649,,,9.55,20.73,-1.6302,,0,0,0
22,13,9,32,19,19,8.860022573,27.86002257,10.13997743,,25.95,32.995,18.905,,3.85,4.5952,3.1048,,,24,20,24,21,24,22.6,1.949358869,24.54935887,20.65064113,,22.35,29.856,14.844,,0,0,0,,,15,25,9,9,19,15.4,6.841052551,22.24105255,8.558947449,,17.25,24.162,10.338,,,6.7,13.483,-0.083106,,,9.5,20.923,-1.9225,,0,0,0
22,13,9,32,18,18.8,8.871302046,27.67130205,9.928697954,,25.9,33.059,18.741,,4.15,5.19,3.11,,,25,20,24,20,24,22.6,2.408318916,25.00831892,20.19168108,,22.25,29.683,14.817,,0,0,0,,,15,26,8,10,20,15.8,7.362064928,23.16206493,8.437935072,,17.45,24.554,10.346,,,6.8,13.718,-0.11756,,,9.5,20.807,-1.8067,,0,0,0
21,12,10,31,18,18.4,8.324662155,26.72466216,10.07533784,,25.65,32.603,18.697,,4.15,5.418,2.882,,,25,20,23,20,25,22.6,2.50998008,25.10998008,20.09001992,,22.15,29.565,14.735,,0,0,0,,,15,26,9,9,21,16,7.483314774,23.48331477,8.516685226,,17.3,24.282,10.318,,,6.7,13.46,-0.059788,,,9.35,20.6,-1.8997,,0,0,0
21,12,10,31,19,18.6,8.324662155,26.92466216,10.27533784,,25.8,32.801,18.799,,4.1,5.1712,3.0288,,,25,21,23,20,25,22.8,2.28035085,25.08035085,20.51964915,,22.3,30.033,14.567,,0,0,0,,,15,25,9,10,21,16,6.92820323,22.92820323,9.07179677,,17.35,24.273,10.427,,,6.6,13.268,-0.06807,,,9.45,20.658,-1.7584,,0,0,0
20,12,10,30,18,18,7.874007874,25.87400787,10.12599213,,25.55,32.542,18.558,,4.15,5.0251,3.2749,,,25,21,23,20,25,22.8,2.28035085,25.08035085,20.51964915,,22.1,29.913,14.287,,0,0,0,,,16,26,8,10,20,16,7.348469228,23.34846923,8.651530772,,17.3,24.259,10.341,,,6.55,13.179,-0.079083,,,9.45,20.64,-1.7396,,0,0,0
20,13,10,30,18,18.2,7.694153625,25.89415362,10.50584638,,25.45,32.305,18.595,,4,4.9177,3.0823,,,25,21,23,19,24,22.4,2.408318916,24.80831892,19.99168108,,21.75,29.63,13.87,,0,0,0,,,15,26,7,10,21,15.8,7.791020472,23.59102047,8.008979528,,17.1,24.118,10.082,,,6.75,13.461,0.038855,,,9.3,20.688,-2.0884,,0,0,0
20,12,10,30,19,18.2,7.886697661,26.08669766,10.31330234,,25.75,32.67,18.83,,4.05,4.937,3.163,,,24,21,23,19,24,22.2,2.167948339,24.36794834,20.03205166,,21.6,29.668,13.532,,0,0,0,,,15,25,6,10,20,15.2,7.596051606,22.79605161,7.603948394,,17.2,24.298,10.102,,,6.6,13.213,-0.012588,,,9.3,20.688,-2.0884,,0,0,0
20,12,9,31,18,18,8.514693183,26.51469318,9.485306817,,25.7,32.824,18.576,,3.75,4.5364,2.9636,,,24,20,23,19,25,22.2,2.588435821,24.78843582,19.61156418,,21.7,29.779,13.621,,0,0,0,,,16,25,7,10,20,15.6,7.300684899,22.9006849,8.299315101,,17.3,24.199,10.401,,,6.55,13.266,-0.16585,,,9.35,20.748,-2.0484,,0,0,0
20,13,10,31,19,18.6,8.08084154,26.68084154,10.51915846,,25.75,32.57,18.93,,3.8,4.4959,3.1041,,,24,21,23,19,24,22.2,2.167948339,24.36794834,20.03205166,,21.65,29.802,13.498,,0,0,0,,,15,25,7,10,20,15.4,7.300684899,22.7006849,8.099315101,,17.1,24.095,10.105,,,6.4,13.044,-0.24435,,,9.35,20.79,-2.0899,,0,0,0
20,12,9,31,19,18.2,8.526429499,26.7264295,9.673570501,,25.6,32.592,18.608,,3.85,4.5208,3.1792,,,24,21,23,19,25,22.4,2.408318916,24.80831892,19.99168108,,21.4,29.317,13.483,,0,0,0,,,15,25,6,10,19,15,7.449832213,22.44983221,7.550167787,,17.05,24.05,10.05,,,6.65,13.427,-0.1267,,,9.3,21.043,-2.4433,,0,0,0
